コード,方向,案内カテゴリ,案内情報,読み情報,音声情報
774,1,normal,前方はいしかわ四高記念公園、しいのき迎賓館方面への横断歩道です。右は市役所、金沢２１世紀美術館、兼六園方面、左は香林坊交差点方面です。,前方はいしかわシコウ記念公園、しいのき迎賓館方面への横断歩道です。右は市役所、金沢２１世紀美術館、兼六園方面、左は香林坊交差点方面です。,message/wm00774_1.mp3
774,2,normal,"ここは市役所前交差点です。前方は金沢２１世紀美術館、兼六園真弓坂口方面です。右手に市役所入口があります。左はいしかわ四高記念公園、しいのき迎賓館方面への横断歩道があります。
",ここは市役所前交差点です。前方は金沢２１世紀美術館、兼六園真弓坂口方面です。右手に市役所入口があります。左はいしかわシコウ記念公園、しいのき迎賓館方面への横断歩道があります。,message/wm00774_2.mp3
774,3,normal,右は香林坊交差点方面、左斜め前方は、市役所入口。左は金沢２１世紀美術館、兼六園真弓坂口方面です。,,message/wm00774_3.mp3
777,0,normal,前方は市役所入口です。右は香林坊交差点方面、左は金沢２１世紀美術館、兼六園方面です。,,message/wm00777_0.mp3
777,1,normal,前方は香林坊交差点方面。左は市役所入口です。,,message/wm00777_1.mp3
777,2,normal,左は香林坊交差点方面、右は金沢２１世紀美術館、兼六園方面です。,,message/wm00777_2.mp3
777,3,normal,前方は金沢２１世紀美術館、兼六園方面です。右は市役所入口です。,,message/wm00777_3.mp3
778,0,normal,前方は香林坊方面です。右は2メートル先に、しいのき迎賓館方面への横断歩道があります。左は市役所、柿木畠方面です。,前方は香林坊方面です。右は2メートル先に、しいのき迎賓館方面への横断歩道があります。左は市役所、カキノキバタケ方面です。,message/wm00778_0.mp3
778,1,normal,"ここは広坂２丁目交差点です。前方は2メートル先に、しいのき迎賓館方面への横断歩道があります。
右は金沢２１世紀美術館、兼六園方面で、2メートル先に、横断歩道があります。左は香林坊交差点方面です。
",,message/wm00778_1.mp3
778,2,normal,"ここは広坂２丁目交差点です。前方は金沢２１世紀美術館、兼六園方面で、2メートル先に、横断歩道があります。左は2メートル先に、しいのき迎館方面への横断歩道があります。右は市役所、柿木畠方面です。
","ここは広坂２丁目交差点です。前方は金沢２１世紀美術館、兼六園方面で、2メートル先に、横断歩道があります。左は2メートル先に、しいのき迎館方面への横断歩道があります。右は市役所、カキノキバタケ方面です。
",message/wm00778_2.mp3
778,3,normal,前方は市役所、柿木畠方面です。右は香林坊交差点方面、左は金沢２１世紀美術館、兼六園方面です。,前方は市役所、カキノキバタケ方面です。右は香林坊交差点方面、左は金沢２１世紀美術館、兼六園方面です。,message/wm00778_3.mp3
780,0,normal,前方は、市役所、香林坊交差点方面への横断歩道があります。右は、しいのき迎賓館方面への横断歩道があります。左は金沢２１世紀美術館方面です。,,message/wm00780_0.mp3
780,1,normal,前方は、しいのき迎賓館方面への横断歩道があります。右は兼六園方面です。左は、市役所、香林坊交差点方面への横断歩道があります。,,message/wm00780_1.mp3
780,2,normal,前方は兼六園方面です。右は金沢２１世紀美術館方面です。左は、しいのき迎賓館方面への横断歩道があります。,,message/wm00780_2.mp3
780,3,normal,前方は、金沢２１世紀美術館方面です。点字ブロックはとぎれています。右は、市役所、香林坊交差点方面への横断歩道があります。左は、兼六園方面です。,,message/wm00780_3.mp3
785,0,normal,前方は金沢２１世紀美術館方面です。前方7メートル先に、点字案内板があります。右は金沢市役所、香林坊交差点方面です。左は兼六園方面です。,,message/wm00785_0.mp3
785,1,normal,前方は金沢市役所、香林坊交差点方面です。左は金沢２１世紀美術館方面です。左手7メートル先に、点字案内板があります。,,message/wm00785_1.mp3
785,2,normal,右は兼六園方面です。左は金沢市役所、香林坊交差点方面です。,,message/wm00785_2.mp3
785,3,normal,前方は兼六園方面です。右は金沢２１世紀美術館方面です。右手7メートル先に、点字案内板があります。,,message/wm00785_3.mp3
786,0,normal,前方は百万石通り方面です。右は３メートル先に、いしかわ四高記念公園方面への横断歩道があります。左は、しいのき迎賓館方面で、点字ブロックはありません。,前方は百万石通り方面です。右は３メートル先に、いしかわシコウ記念公園方面への横断歩道があります。左は、しいのき迎賓館方面で、点字ブロックはありません。,message/wm00786_0.mp3
786,1,normal,前方は3メートル先に、いしかわ四高記念公園方面への横断歩道があります。右は金沢城公園方面です。左は百万石通り方面です。,前方は3メートル先に、いしかわシコウ記念公園方面への横断歩道があります。右は金沢城公園方面です。左は百万石通り方面です。,message/wm00786_1.mp3
786,2,normal,前方は金沢城公園方面です。右は、しいのき迎賓館方面です。点字ブロックはありません。左は、3メートル先に、いしかわ四高記念公園方面への横断歩道があります。,前方は金沢城公園方面です。右は、しいのき迎賓館方面です。点字ブロックはありません。左は、3メートル先に、いしかわシコウ記念公園方面への横断歩道があります。,message/wm00786_2.mp3
786,3,normal,前方は、しいのき迎賓館方面です。点字ブロックはありません。右は百万石通り方面です。左は金沢城公園方面です。,,message/wm00786_3.mp3
788,0,normal,前方は百万石通り方面です。右は、いしかわ四高記念公園方面です。点字ブロックはありません。左は、3メートル先に、しいのき迎賓館方面への横断歩道があります。,前方は百万石通り方面です。右は、いしかわシコウ記念公園方面です。点字ブロックはありません。左は、3メートル先に、しいのき迎賓館方面への横断歩道があります。,message/wm00788_0.mp3
788,1,normal,前方は、いしかわ四高記念公園方面です。点字ブロックはありません。右は金沢城公園方面です。左は百万石通り方面です。,前方は、いしかわシコウ記念公園方面です。点字ブロックはありません。右は金沢城公園方面です。左は百万石通り方面です。,message/wm00788_1.mp3
788,2,normal,前方は金沢城公園方面です。右は、3メートル先に、しいのき迎賓館方面への横断歩道があります。左は、いしかわ四高記念公園方面です。点字ブロックはありません。,前方は金沢城公園方面です。右は、3メートル先に、しいのき迎賓館方面への横断歩道があります。左は、いしかわシコウ記念公園方面です。点字ブロックはありません。,message/wm00788_2.mp3
788,3,normal,前方は、3メートル先に、しいのき迎賓館方面への横断歩道があります。右は百万石通り方面です。左は金沢城公園方面です。,,message/wm00788_3.mp3
792,0,normal,"前方は百万石通り方面です。右は、いしかわ四高記念公園方面です。点字ブロックはありません。左は、2メートル先に、しいのき迎賓館方面への横断歩道があります。
","前方は百万石通り方面です。右は、いしかわシコウ記念公園方面です。点字ブロックはありません。左は、2メートル先に、しいのき迎賓館方面への横断歩道があります。
",message/wm00792_0.mp3
792,1,normal,前方は、いしかわ四高記念公園方面です。点字ブロックはありません。右は金沢城公園方面です。左は百万石通り方面です。,前方は、いしかわシコウ記念公園方面です。点字ブロックはありません。右は金沢城公園方面です。左は百万石通り方面です。,message/wm00792_1.mp3
792,2,normal,"前方は金沢城公園方面です。右は、2メートル先に、しいのき迎賓館方面への横断歩道があります。左は、いしかわ四高記念公園方面です。点字ブロックはありません。
","前方は金沢城公園方面です。右は、2メートル先に、しいのき迎賓館方面への横断歩道があります。左は、いしかわシコウ記念公園方面です。点字ブロックはありません。
",message/wm00792_2.mp3
792,3,normal,前方は、2メートル先に、しいのき迎賓館方面への横断歩道があります。右は百万石通り方面です。左は金沢城公園方面です。,,message/wm00792_3.mp3
801,0,normal,"前方は百万石通り方面です。右は2メートル先に、いしかわ四高記念公園方面への横断歩道があります。左は、しいのき迎賓館方面で、点字ブロックはありません。
","前方は百万石通り方面です。右は2メートル先に、いしかわシコウ記念公園方面への横断歩道があります。左は、しいのき迎賓館方面で、点字ブロックはありません。
",message/wm00801_0.mp3
801,1,normal,前方は2メートル先に、いしかわ四高記念公園方面への横断歩道があります。右は金沢城公園方面です。左は百万石通り方面です。,前方は2メートル先に、いしかわシコウ記念公園方面への横断歩道があります。右は金沢城公園方面です。左は百万石通り方面です。,message/wm00801_1.mp3
801,2,normal,"前方は金沢城公園方面です。右は、しいのき迎賓館方面です。点字ブロックはありません。左は、2メートル先に、いしかわ四高記念公園方面への横断歩道があります。
","前方は金沢城公園方面です。右は、しいのき迎賓館方面です。点字ブロックはありません。左は、2メートル先に、いしかわシコウ記念公園方面への横断歩道があります。
",message/wm00801_2.mp3
801,3,normal,前方は、しいのき迎賓館方面です。点字ブロックはありません。右は百万石通り方面です。左は金沢城公園方面です。,,message/wm00801_3.mp3
802,0,normal,右は、いしかわ四高記念公園方面です。左は、金沢城公園玉泉丸口方面です。,右は、いしかわシコウ記念公園方面です。左は、金沢城公園ギョクセンマルグチ方面です。,message/wm00802_0.mp3
802,1,normal,前方は、いしかわ四高記念公園方面です。右は金沢広坂合同庁舎方面への横断歩道があります。,前方は、いしかわシコウ記念公園方面です。右は金沢広坂合同庁舎方面への横断歩道があります。,message/wm00802_1.mp3
802,2,normal,前方は金沢広坂合同庁舎への横断歩道があります。右は金沢城公園玉泉丸口方面です。左は、いしかわ四高記念公園方面です。,前方は金沢広坂合同庁舎への横断歩道があります。右は金沢城公園ギョクセンマルグチ方面です。左は、いしかわシコウ記念公園方面です。,message/wm00802_2.mp3
802,3,normal,前方は金沢城公園玉泉丸口方面です。左は金沢広坂合同庁舎方面への横断歩道があります。,前方は金沢城公園ギョクセンマルグチ方面です。左は金沢広坂合同庁舎方面への横断歩道があります。,message/wm00802_3.mp3
804,0,normal,前方は金沢城公園玉泉丸口方面への横断歩道があります。右は、いしかわ四高記念公園方面です。左は、金沢広坂合同庁舎・金沢城公園鼠多門方面です。,前方は金沢城公園ギョクセンマルグチ方面への横断歩道があります。右は、いしかわシコウ記念公園方面です。左は、金沢広坂合同庁舎・金沢城公園ネズミタモン方面です。,message/wm00804_0.mp3
804,1,normal,前方は、いしかわ四高記念公園方面です。左は金沢城公園玉泉丸口方面への横断歩道があります。,前方は、いしかわシコウ記念公園方面です。左は金沢城公園ギョクセンマルグチ方面への横断歩道があります。,message/wm00804_1.mp3
804,2,normal,右は金沢広坂合同庁舎・金沢城公園鼠多門方面です。左は、いしかわ四高記念公園方面です。,右は金沢広坂合同庁舎・金沢城公園ネズミタモン方面です。左は、いしかわシコウ記念公園方面です。,message/wm00804_2.mp3
804,3,normal,前方は金沢広坂合同庁舎・金沢城公園鼠多門方面です。右は金沢城公園玉泉丸口方面への横断歩道があります。,前方は金沢広坂合同庁舎・金沢城公園ネズミタモン方面です。右は金沢城公園ギョクセンマルグチ方面への横断歩道があります。,message/wm00804_3.mp3
808,0,normal,"前方は、3メートル先に、ふらっとバス停および県立美術館エリアの案内板があります。右は、国立工芸館方面です。左は広坂交差点方面です。点字ブロックはありません。
",,message/wm00808_0.mp3
808,1,normal,前方は国立工芸館方面です。右は、60メートル先に、県立美術館の入口があります。階段が2ヶ所ありますので注意してください。左は、3メートル先に、ふらっとバス停および県立美術館エリアの案内板があります。,,message/wm00808_1.mp3
808,2,normal,"前方は、60メートル先に、県立美術館の入口があります。階段が2ヶ所ありますので注意してください。右は、広坂交差点方面です。点字ブロックはありません。左は、国立工芸館方面です。
",,message/wm00808_2.mp3
808,3,normal,"前方は、広坂交差点方面です。点字ブロックはありません。右は、3メートル先に、ふらっとバス停および県立美術館エリアの案内板があります。左は、60メートル先に、県立美術館の入口があります。階段が2ヶ所ありますので注意してください。
",,message/wm00808_3.mp3
816,0,normal,ここは、出羽町交差点です。右は、国立工芸館方面です。側道がありますので注意してください。左は、広坂交差点方面です。15メートル先、右手に、金澤神社方面への横断歩道があります。,ここは、デワマチ交差点です。右は、国立工芸館方面です。側道がありますので注意してください。左は、広坂交差点方面です。15メートル先、右手に、金澤神社方面への横断歩道があります。,message/wm00816_0.mp3
816,1,normal,ここは、出羽町交差点です。前方は、国立工芸館方面です。側道がありますので注意してください。右は、県立美術館および国立工芸館前の緑地方面です。,ここは、デワマチ交差点です。前方は、国立工芸館方面です。側道がありますので注意してください。右は、県立美術館および国立工芸館前の緑地方面です。,message/wm00816_1.mp3
816,2,normal,ここは、出羽町交差点です。前方は、県立美術館および国立工芸館前の緑地方面です。右は、広坂交差点方面です。15メートル先、右手に、金澤神社方面への横断歩道があります。左は、国立工芸館方面です。側道がありますので注意してください。,ここは、デワマチ交差点です。前方は、県立美術館および国立工芸館前の緑地方面です。右は、広坂交差点方面です。15メートル先、右手に、金澤神社方面への横断歩道があります。左は、国立工芸館方面です。側道がありますので注意してください。,message/wm00816_2.mp3
816,3,normal,"側道が終わりました。前方は、広坂交差点方面です。15メートル先、右手に、金澤神社方面への横断歩道があります。左は、県立美術館および国立工芸館前の緑地方面です。
",,message/wm00816_3.mp3
833,0,normal,ここは、出羽町交差点です。右は、国立工芸館方面です。左は、広坂交差点方面です。側道がありますので注意してください。20メートル先、右手に、金澤神社方面への横断歩道があります。,ここは、デワマチ交差点です。右は、国立工芸館方面です。左は、広坂交差点方面です。側道がありますので注意してください。20メートル先、右手に、金澤神社方面への横断歩道があります。,message/wm00833_0.mp3
833,1,normal,側道が終わりました。前方は、国立工芸館方面です。右は、県立美術館および国立工芸館前の緑地方面です。,,message/wm00833_1.mp3
833,2,normal,"前方は、県立美術館および国立工芸館前の緑地方面です。右は、広坂交差点方面です。側道がありますので注意してください。20メートル先、右手に、金澤神社方面への横断歩道があります。左は、国立工芸館方面です。
",,message/wm00833_2.mp3
833,3,normal,"前方は、広坂交差点方面です。側道がありますので注意してください。20メートル先、右手に、金澤神社方面への横断歩道があります。左は、県立美術館および国立工芸館前の緑地方面です。
",,message/wm00833_3.mp3
834,0,normal,前方は、北陸電力会館、本多の森ホール方面です。右は、国立工芸館の入口方面です。左は、3メートル先に、県立能楽堂方面への横断歩道があります。,,message/wm00834_0.mp3
834,1,normal,前方は、国立工芸館の入口方面です。右は、県立美術館および広坂交差点方面です。左は、北陸電力会館、本多の森ホール方面です。,,message/wm00834_1.mp3
834,2,normal,前方は、県立美術館および広坂交差点方面です。右は、3メートル先に、県立能楽堂方面への横断歩道があります。左は、国立工芸館の入口方面です。,,message/wm00834_2.mp3
834,3,normal,前方は、3メートル先に、県立能楽堂方面への横断歩道があります。右は、北陸電力会館、本多の森ホール方面です。左は、県立美術館および広坂交差点方面です。,,message/wm00834_3.mp3
836,0,normal,前方は、北陸電力会館、本多の森ホール方面です。右は、国立工芸館の入口方面です。左は、県立能楽堂方面への信号機のある横断歩道があります。,,message/wm00836_0.mp3
836,1,normal,前方は、国立工芸館の入口方面です。右は、県立美術館および広坂交差点方面です。左は、北陸電力会館、本多の森ホール方面です。,,message/wm00836_1.mp3
836,2,normal,前方は、県立美術館および広坂交差点方面です。右は、県立能楽堂方面への信号機のある横断歩道があります。左は、国立工芸館の入口方面です。,,message/wm00836_2.mp3
836,3,normal,前方は、県立能楽堂方面への信号機のある横断歩道があります。右は、北陸電力会館、本多の森ホール方面です。左は、県立美術館および広坂交差点方面です。,,message/wm00836_3.mp3
840,0,normal,前方は、県立歴史博物館前の緑地方面です。右は、国立工芸館入口方面です。入口まで、およそ90メートルあります。左は、県立能楽堂方面です。,,message/wm00840_0.mp3
840,1,normal,前方は、国立工芸館入口方面です。入口まで、およそ90メートルあります。右は、2メートル先に、国立工芸館エリアの案内板があります。左は、県立歴史博物館前の緑地方面です。,,message/wm00840_1.mp3
840,2,normal,"前方は、2メートル先に、国立工芸館エリアの案内板があります。右は、県立能楽堂方面です。左は、国立工芸館入口方面です。入口まで、およそ90メートルあります。
",,message/wm00840_2.mp3
840,3,normal,前方は、県立能楽堂方面です。右は、県立歴史博物館前の緑地方面です。左は、2メートル先に、国立工芸館エリアの案内板があります。,,message/wm00840_3.mp3
848,0,normal,前方は、県立能楽堂方面です。右は、県立歴史博物館前の緑地方面です。左は、県立美術館前の緑地方面です。,,message/wm00848_0.mp3
848,1,normal,前方は、県立歴史博物館前の緑地方面です。右斜め前方は、国立工芸館入口方面です。入口まで、およそ40メートルあります。左は、県立能楽堂方面です。,,message/wm00848_1.mp3
848,2,normal,"左斜め前方は、国立工芸館入口方面です。入口まで、およそ40メートルあります。右は、県立美術館前の緑地方面です。左は、県立歴史博物館前の緑地方面です。
",,message/wm00848_2.mp3
848,3,normal,前方は、県立美術館前の緑地方面です。右は、県立能楽堂方面です。左斜め後方は、国立工芸館入口方面です。入口まで、およそ40メートルあります。,,message/wm00848_3.mp3
864,0,normal,左斜め前方は、県立能楽堂方面です。右は、県立歴史博物館前の緑地方面です。20メートル先に、ベンチ、50メートル先に、公衆トイレがあります。左は、美術の小径経由で、中村記念美術館方面へ行くことができます。,左斜め前方は、県立能楽堂方面です。右は、県立歴史博物館前の緑地方面です。20メートル先に、ベンチ、50メートル先に、公衆トイレがあります。左は、美術のコミチ経由で、中村記念美術館方面へ行くことができます。,message/wm00864_0.mp3
864,1,normal,"前方は、県立歴史博物館前の緑地方面です。20メートル先に、ベンチ、50メートル先に、公衆トイレがあります。右は、国立工芸館入口方面です。入口まで、およそ10メートルあります。左は、県立能楽堂方面です。
",,message/wm00864_1.mp3
864,2,normal,前方は、国立工芸館入口方面です。入口まで、およそ10メートルあります。右は、美術の小径経由で、中村記念美術館方面へ行くことができます。左は、県立歴史博物館前の緑地方面です。20メートル先に、ベンチ、50メートル先に、公衆トイレがあります。,前方は、国立工芸館入口方面です。入口まで、およそ10メートルあります。右は、美術のコミチ経由で、中村記念美術館方面へ行くことができます。左は、県立歴史博物館前の緑地方面です。20メートル先に、ベンチ、50メートル先に、公衆トイレがあります。,message/wm00864_2.mp3
864,3,normal,前方は、美術の小径経由で、中村記念美術館方面へ行くことができます。右斜め前方は、県立能楽堂方面です。左は、国立工芸館入口方面です。入口まで、およそ10メートルあります。,前方は、美術のコミチ経由で、中村記念美術館方面へ行くことができます。右斜め前方は、県立能楽堂方面です。左は、国立工芸館入口方面です。入口まで、およそ10メートルあります。,message/wm00864_3.mp3
896,0,normal,https://www.youtube.com/watch?v=KmpLfGiAVfI,"金沢駅,つづみ門の動画を再生します。",message/wm00896_0.mp3
896,1,normal,"鼓門のモチーフとなったのは金沢で昔から盛んだった能の鼓。プロジェクションマッピングが行われることもあります。
","つづみ門のモチーフとなったのは金沢で昔から盛んだった能のつづみ。プロジェクションマッピングが行われることもあります。
",message/wm00896_1.mp3
896,2,normal,https://youtu.be/xIt5TrmFeuI,,message/wm00896_2.mp3
896,3,normal,金沢の玄関口である金沢駅は、2005年3月20日に、巨大な総ガラス製ドーム「もてなしドーム」と木製の「鼓門」が完成しました。,金沢の玄関口である金沢駅は、2005年3月20日に、巨大な総ガラス製ドーム「もてなしドーム」と木製の「つづみ門」が完成しました。。,message/wm00896_3.mp3
897,0,normal,前方は、県立能楽堂方面です。右は、3メートル先に、案内板があります。,,message/wm00897_0.mp3
897,1,normal,前方は、3メートル先に、案内板があります。右は、国立工芸館入口方面です。8段の階段を上った後、3メートル先に、入口の自動ドアがあります。左は、県立能楽堂方面です。,,message/wm00897_1.mp3
897,2,normal,前方は、国立工芸館入口方面です。8段の階段を上った後、3メートル先に、入口の自動ドアがあります。左は、3メートル先に、案内板があります。,,message/wm00897_2.mp3
897,3,normal,"右は、県立能楽堂方面です。左は、国立工芸館入口方面です。8段の階段を上った後、3メートル先に、入口の自動ドアがあります。
",,message/wm00897_3.mp3
898,0,normal,前方は、県立能楽堂入口方面です。およそ25メートル先を、左折します。右は、3メートル先に、国立工芸館方面への信号機付き横断歩道があります。,,message/wm00898_0.mp3
898,1,normal,"前方は、3メートル先に、国立工芸館方面への信号機付き横断歩道があります。右は、10メートル先に、金澤神社方面への信号機付き横断歩道があります。左は、県立能楽堂入口方面です。およそ25メートル先を、左折します。
",,message/wm00898_1.mp3
898,2,normal,前方は、10メートル先に、金澤神社方面への信号機付き横断歩道があります。左は、3メートル先に、国立工芸館方面への信号機付き横断歩道があります。,,message/wm00898_2.mp3
898,3,normal,右は、県立能楽堂入口方面です。およそ25メートル先を、左折します。左は、10メートル先に、金澤神社方面への信号機付き横断歩道があります。,,message/wm00898_3.mp3
900,0,normal,右は、国立工芸館方面です。およそ25メートル先を、左折します。,,message/wm00900_0.mp3
900,1,normal,前方は、国立工芸館方面です。およそ25メートル先を、左折します。右は、県立能楽堂入口方面です。およそ35メートル先を、右折します。,,message/wm00900_1.mp3
900,2,normal,前方は、県立能楽堂入口方面です。およそ35メートル先を、右折します。左は、国立工芸館方面です。およそ25メートル先を、左折します。,,message/wm00900_2.mp3
900,3,normal,左は、県立能楽堂入口方面です。およそ35メートル先を、右折します。,,message/wm00900_3.mp3
904,0,normal,前方は、県立能楽堂入口方面です。15メートル先に、インターホンがあります。右は、国立工芸館方面です。およそ35メートル先を、右折します。,,message/wm00904_0.mp3
904,1,normal,前方は、国立工芸館方面です。およそ35メートル先を、右折します。左は、県立能楽堂入口方面です。15メートル先に、インターホンがあります。,,message/wm00904_1.mp3
904,2,normal,左は、国立工芸館方面です。およそ35メートル先を、右折します。,,message/wm00904_2.mp3
904,3,normal,右は、県立能楽堂入口方面です。15メートル先に、インターホンがあります。,,message/wm00904_3.mp3
912,0,normal,https://noh-theater.jp/,前方は、県立能楽堂入口です。1メートル先に、インターホンがあります。右は、国立工芸館方面です。およそ15メートル先を、左折します。,message/wm00912_0.mp3
912,1,normal,前方は、国立工芸館方面です。およそ15メートル先を、左折します。左は、県立能楽堂入口です。1メートル先に、インターホンがあります。,,message/wm00912_1.mp3
912,2,normal,左は、国立工芸館方面です。およそ15メートル先を、左折します。,,message/wm00912_2.mp3
912,3,normal,右は、県立能楽堂入口です。1メートル先に、インターホンがあります。,,message/wm00912_3.mp3
1048581,0,normal,美酒楽園、全開口笑へようこそ。当店自慢の、レタスチャーハン、上海焼きそばを、是非お召し上りください。このお店のキーワードは、「全笑餃子」です。,ビシュラクエン、ゼンカイコウショウへようこそ。当店自慢の、レタスチャーハン、上海焼きそばを、是非、オメシアガリください。このお店のキーワードは、「ゼンショウギョウザ」です。,message/wm1048581_0.mp3
1048581,1,normal,前方1メートル先に、美酒楽園、全開口笑の入口があります。,前方1メートル先に、ビシュラクエン、ゼンカイコウショウの入口があります。,message/wm1048581_1.mp3
1048581,2,normal,左手1メートル先に、美酒楽園、全開口笑の入口があります。,左手1メートル先に、ビシュラクエン、ゼンカイコウショウの入口があります。,message/wm1048581_2.mp3
1048581,3,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048581_3.mp3
1048582,0,normal,金澤鮨、洋次郎へようこそ。熟練の技で、素材を手当て、一流の味を、気兼ねなく、味わえます。地酒も豊富です。このお店のキーワードは「洋次郎」です。,カナザワスシ、ヨウジロウへようこそ。熟練の技で、素材を手当て、一流の味を、キガネなく、味わえます。地酒も豊富です。このお店のキーワードは「ヨウジロウ」です。,message/wm1048582_0.mp3
1048582,1,normal,左手が、金澤鮨、洋次郎の入口です。,左手が、カナザワスシ、ヨウジロウの入口です。,message/wm1048582_1.mp3
1048582,2,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048582_2.mp3
1048582,3,normal,右手が、金澤鮨、洋次郎の入口です。,右手が、カナザワスシ、ヨウジロウの入口です。,message/wm1048582_3.mp3
1048585,0,normal,和甘味、つぼみへようこそ。当店自慢の、葛きり黒みつ、本蕨もちの香りきなこと黒みつ、を是非お召上がりくだざい。このお店のキーワードは「つぼみ」です。,ワカンミ、つぼみへようこそ。当店自慢の、クズキリ黒みつ、ホンワラビモチの香りきなこと黒みつを、是非、オメシアガリくだざい。このお店のキーワードは「つぼみ」です。,message/wm1048585_0.mp3
1048585,1,normal,左手は、和甘味、つぼみの入口です。,左手は、ワカンミ、つぼみの入口です。,message/wm1048585_1.mp3
1048585,2,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048585_2.mp3
1048585,3,normal,右手は、和甘味、つぼみの入口です。,右手は、ワカンミ、つぼみの入口です。,message/wm1048585_3.mp3
1048588,0,normal,カプリスへようこそ。当店は、どなたでも、気軽にお楽しみいただける、バーです。スコッチから各種カクテルまでとりそろえています。このお店のキーワードは「プーさん｝です。,,message/wm1048588_0.mp3
1048588,1,normal,左手が、カプリスの入口です。,,message/wm1048588_1.mp3
1048588,2,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048588_2.mp3
1048588,3,normal,右手が、カプリスの入口です。,,message/wm1048588_3.mp3
1048593,0,normal,ヒッコリーへようこそ。当店では、素敵な音楽に耳を傾けながら、挽きたてのコーヒーを味わうことができます。お気軽にお越しください。このお店のキーワードは「ヒッコリー」です。,,message/wm1048593_0.mp3
1048593,1,normal,左手が、ヒッコリーの入口です。,,message/wm1048593_1.mp3
1048593,2,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048593_2.mp3
1048593,3,normal,右手が、ヒッコリーの入口です。,,message/wm1048593_3.mp3
1048596,0,normal,ボーノボーノへ、ようこそ。ステーキやパスタのランチが人気です。夜は、当店自慢の、海鮮イタリアンをご用意して、お待ちしております。このお店のキーワードは「ボーノボーノ」です。,ボーノボーノへ、ようこそ。ステーキやパスタのランチが人気です。夜は、当店自慢の、カイセンイタリアンをご用意して、お待ちしております。このお店のキーワードは「ボーノボーノ」です。,message/wm1048596_0.mp3
1048596,1,normal,前方、左手が、ボーノボーノの入口です。,,message/wm1048596_1.mp3
1048596,2,normal,1階は、カウンターとテーブル席。2階は団体様用で、宴会も承ります。,,message/wm1048596_2.mp3
1048596,3,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048596_3.mp3
1048600,0,normal,あんこ＆おやつのコジ、へ、ようこそ。当店の看板商品は、どら焼き、コジどら、です。控えめな甘さと、ふわふわな生地が評判です。このお店のキーワードは「コジどら」です。,あんことおやつ、のコジ、へ、ようこそ。当店の看板商品は、どら焼き、コジどら、です。控えめな甘さと、ふわふわな生地が評判です。このお店のキーワードは「コジどら」です。,message/wm1048600_0.mp3
1048600,1,normal,左手が、あんこ＆おやつコジの入口です。,左手が、あんことおやつ、コジ、の入口です。,message/wm1048600_1.mp3
1048600,2,normal,http://kakinokist.com/,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048600_2.mp3
1048600,3,normal,右手が、あんこ＆おやつコジの入口です。,右手が、あんことおやつ、コジ、の入口です。,message/wm1048600_3.mp3
1048609,0,normal,マルグリットへ、ようこそ。どこにもない、センスあふれるフラワーアレンジメントが好評です。フラワーレッスンも開催しています。このお店のキーワードは「マルグリット」です。,,message/wm1048609_0.mp3
1048609,1,normal,左手が、マルグリットの入口です。,,message/wm1048609_1.mp3
1048609,2,normal,http://kakinokist.com/　,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048609_2.mp3
1048609,3,normal,右手が、マルグリットの入口です。,,message/wm1048609_3.mp3
1048610,0,normal,いたる本店へ、ようこそ。新鮮魚介にひと工夫でさらに美味しく。酒と人情料理を、心ゆくまでお楽しみください。このお店のキーワードは「いたる」です。,,message/wm1048610_0.mp3
1048610,1,normal,左手が、いたる本店の入口です。,,message/wm1048610_1.mp3
1048610,2,normal,http://kakinokist.com/　,ご来店、あんやとお。またのお越しをお待ちしております。カキノキバタケ商店街のガイドブック、カキノキストはこちらです。,message/wm1048610_2.mp3
1048610,3,normal,"右手が、いたる本店の入口です。

",,message/wm1048610_3.mp3
